file,pattern,target,line_number,suggested_category,rationale
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_bare,,181,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_bare,,182,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_bare,,183,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_bare,,189,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_other,,191,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_strategy_orchestrator_restart_flow.py,MagicMock_other,,192,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,163,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,164,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,165,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainers.factory.StrategyFactory,168,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainer_builder.create_peft_config,169,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainers.factory.StrategyFactory,276,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainer_builder.create_peft_config,277,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_bare,,281,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_bare,,282,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_bare,,283,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,361,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,362,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,363,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,MagicMock_other,,364,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainers.factory.StrategyFactory,367,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/test_training_config_reaches_trainer.py,patch_context_manager,ryotenkai_pod.trainer.trainer_builder.create_peft_config,368,JUDGMENT,internal target; consider dep-injection or Fake
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,24,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_other,,35,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_other,,36,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,37,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,38,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,39,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,40,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_other,,56,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_other,,57,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,58,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/integration/control/training/test_memory_manager_restart_flow.py,MagicMock_bare,,59,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,patch_context_manager,ryotenkai_control.api.routers.jobs._with_runner,114,REFACTOR,patches private internal — production needs DI
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,130,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,131,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,152,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,153,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,170,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,171,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,219,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,220,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,253,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,276,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,298,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_other,,299,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,324,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,325,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,345,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,346,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,363,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,364,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,385,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,386,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,401,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,422,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,435,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,436,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,455,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,473,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,474,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,498,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,519,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,535,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,536,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,551,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,585,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,AsyncMock_other,,586,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,675,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,697,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,730,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/api/routers/test_jobs_router.py,MagicMock_bare,,741,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
